EDUCATIONAL SERVICES,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
S/N,Company Name,Physical Adress,Hotline,Specialization,RC No/ Date,Branch Offices,Product/ Services,Email,Website,Business Days/ Hours
376,LIFE INT'L NURSERY/ PRIMARY SCHOOL,"Atimbo Village, Akpabuyo",,Private Nursery / Primary School,,,,,,
377,LIGHTHOUSE INT'L SCHOOLS,"Abakpa, Ogoja",,"Private Nursery, Primary/Secondary School",,,,,,
378,LIGHTWAY SCHOOLS,"8 Adam Duke Street / 71 Mbukpa Road by First Bank, Calabar South",08036182499,"Private Nursery, Primary/Secondary School",,"Forestry Quarter Road, Market Square - Aningeje, Akamkpa",JSS 1 - SS2,,,"Mondays - Friday,          7am - 4pm"
379,LIMELIGHT SECONDARY SCHOOL,"Plot 174 Etta Agbor Layout, Calabar Municipal",07038512908 08164617402 07067038030,Private Secondary School,,Atimbo Close - 08132080471,,,,Daily  7am - 5pm
380,LINDELL NURSERY/ PRIMARY SCHOOL,"Plot 185 Unic 'C' off Duke Town Close, State Housing, Calabar Municipal",08069478691 08037681192,Private Nursery / Primary School,,,,,,
381,LIPEH UNIM NURSERY/ PRIMARY SCHOOL,"Bebuabie, Obudu",,Private Nursery / Primary School,,,,,,
382,LISHI GIE KUSHU NURSERY / PRIMARY SCHOOL,"1 Stadium Road, Obudu",,Private Nursery / Primary School,,,,,,
383,LITTLLE SAINTS FOUNDATION SECONDARY SCHOOL,"Odajie Mbube, Ogoja",,Private Secondary School,,,,,,
384,LIVING WATER ROYAL ACADEMY,"2 Victory Way off Old Itondo Road, Adj. Forestry Commission, Esuk Ekpo Eyo, Akpabuyo L.G.A",08036070635 08037514342,"Nursery, Primary School",,,"Nursery, Primary School",,,"Mondays - Friday,          7am - 2pm"
385,LIVINGSTONE ACADEMY,"83 IBB Way, Calabar Municipal",08037135746 08068397720,Private Nursery / Primary School,,,,,,
386,LORD'S INT'L NURSERY/ PRIMARY SCHOOL,"D4 Camp, Pamol Nig. Ltd, Esene Ufot Adiabo, Odukpani",,Private Nursery / Primary School,,,,,,
387,LORENISSI CRECHE & SCHOOL,"Plot 77 Ibom Layout, Oppo. Special Need Centre Bigqua Town, Calabar",08066930942,Kindergarten Baby Sitting & Day Care,,,"Kids Reading Club, After School Care & Lessons from Other Schools",,,
388,LOTT CAREY BAPTIST NURSERY/ PRIMARY SCHOOL,"24 Uwanse Street, Calabar South",08063680822,Private Nursery / Primary School,,,,,,
389,LOURDE'S ACADEMY NURSERY/ PRIMARY SCHOOL,"Ekorinim GRA Phase 2 opp. Deputy Governors House, Calabar Municipal",08136584535 08034542180 07031061632,Private Nursery / Primary School,,,,,,
390,LOVE OF WISDOM (FOUNDATION) SCHOOL,"7 Akan Anie Street, Ikot Effanga 8 Miles, Calabar Municipal",,"Private Nursery, Primary/Secondary School",,,,,,
391,LUTHERAN INT'L SCHOOLS,"111 Nelson Mandela Street, Calabar South",07039097590 08034707877 08099164162,"Private Nursery, Primary/Secondary School",,,,,,
392,MADONNA MONTESSORI  NURSERY/ PRIMARY SCHOOL,"130 Calabar Road, Calabar South",,Private Nursery / Primary School,,,,,,
393,MAGNET NURSERY/ PRIMARY SCHOOL,"Post-service Housing Scheme(PHS) Estate, Ikot Omin, Calabar Municipal",08064499361,Private Nursery / Primary School,,,,,,
394,MAHANAIM SECONDARY SCHOOL,"23 Abitu Avenue, Calabar South",08023257673 08084551555 08151516164 08131377633,Private Secondary School,,,,,,
395,MAJESTY HIGH SCHOOL,"75 White House Street, Calabar South",08039414821,Private Secondary School,,,,,,
396,MAJORIE CHILD CARE CENTRE,"17 Ibok Street off Parliamentary Road, Calabar Municipal",08160571852 08131916446,Private Nursery / Primary School,,,,,,
397,MANO NURSERY/ PRIMARY SCHOOL,"9 Ntoe Iso Etta, Kasuk Qua, Calabar Municipal",08095399036,Private Nursery / Primary School,,,,,,
398,MANTANAH INTERNATIONAL SCHOOLS,"Spring Road, Essien Town, Calabar Municipal",08063405556,Private Nursery / Primary School,,,,,,
399,MARANATHA NURSERY/ PRIMARY SCHOOL,"11 Clearway Street, Four Corners, Ikom",,Private Nursery / Primary School,,,,,,
400,MARGARET EKPO SECONDARY SCHOOL / WOMEN EDUCATIONAL VOCATION CENTRE (EVC),"119 IBB Way, Calabar",07069180754,Govt Secondary School,,,,,,
401,MARIKA SECONDARY SCHOOL,"Bendeghe Afi, Ikom",,Private Secondary School,,,,,,
402,MARTINS FOUNDATION NURSERY/ PRIMARY SCHOOL,"Ikot Okpora Umong, Biase",,Private Nursery / Primary School,,,,,,
403,MARYGOLD INTERNATIONAL SCHOOL,"Obame Ikoya Street, Calabar MunicipalCouncil",08033167499 08130633704,"Private Nursery, Primary/Secondary School",,,,,,
404,MARY IMMACULATE SCHOOL,"Iwuru Obio Ntan, Biase",,"Private Nursery, Primary/Secondary School",,,,,,
405,MARY KNOLL NURSERY/ PRIMARY SCHOOL,Okuku - Yala,,Private Nursery / Primary School,,,,,,
406,MARY SEAT OF WISDOM NURSERY/PRIMARY SCHOOL,"St. Joseph Parish, Okuku - Yala",,Private Nursery / Primary School,,,,,,
407,MARY SLESSOR ACADEMY,"74 Eta Agbor Road, Calabar Municipal",08063603384,Private Secondary School,,,,,,
408,MARY SLESSOR NURSERY/ PRIMARY SCHOOL,"Stadium Road, Igoli - Ogoja",,Private Nursery / Primary School,,,,,,
409,MATER DEI DAY INT'L NURSERY/ PRIMARY SCHOOL,"Igoli, Ogoja",,Private Nursery / Primary School,,,,,,
410,MATER DEI DAY INT'L NURSERY/ PRIMARY SCHOOL,"Great St. Charles L'wanga Parish, Essien Town, Calabar Municipal",08187504563  08061545331,Private Nursery / Primary School,,,,,,
411,MATILDA MEMORIAL NURSERY/ PRIMARY SCHOOL,"97 Atamunu Street, Calabar South",09097152004,Private Nursery / Primary School,,,,,,
412,MAY DAY INT'L SECONDARY SCHOOL,"Indiabeb Gardens Village, Obudu",,Private Secondary School,,,,,,
413,MAY FLOWER INT'L NURSERY/ PRIMARY SCHOOL,"22b Mount Zion Road, Calabar South",,Private Nursery / Primary School,,,,,,
414,MBE - AYE COMPREHENSIVE SECONDARY SCHOOL,"Edide - Mbube, Ogoja",,Private Secondary School,,,,,,
415,MEAKENGER'S SPECIAL SCHOOL,10 Wembley Street Calabar,"08068192481, 07031114165",Education Services,,,,,,"Mondays - Friday,          8am- 3pm"
416,MELODY INT'L ACADEMY,"Phase 2, Parliamentary Extension, Calabar Municipal",,Private Nursery / Primary School,,,,,,
417,MERIT INT'L HIGH SCHOOL,"6A Njak Takon Avenue, Ikom",,Private Secondary School,,,,,,
418,MINISTRY OF WOMEN AFFAIRS NURSERY/ PRIMARY,Calabar Municipal,,Private Nursery / Primary School,,,,,,
419,MIRACLE INT'L NURSERY/ PRIMARY SCHOOL,"1 Miracle School Road, Ikot Eneobong, Calabar Municipal",08035410614,Private Nursery / Primary School,,,,,,
420,MIRACLE SUCCESS NURSERY / PRIMARY SCHOOL,"31 Atakpa Lane, Calabar South",08033906270,Private Nursery / Primary School,,,,,,
421,MKPANSI SECONDARY COMMERCIAL,"Okangha Mkpansi, Ikom",,Private Secondary School,,,,,,
422,MODEL ASSEMBLIES OF GOD NURSERY/ PRIMARY SCHOOL,Ikom,,Private Nursery / Primary School,,,,,,
423,MODEL COMPREHENSIVE SECONDARY SCHOOL,"Along Monaiya Road, Ogoja",,Private Secondary School,,,,,,
424,MODEL SCIENCE COLLEGE,"Alo Gakem, Bekwara",,Private Secondary School,,,,,,
425,MODEL SECONDARY COMMERCIAL SCHOOL,"Nkeira - Utugwang, Obudu",,Private Secondary School,,,,,,
427,MODEL SECONDARY SCHOOL,"Nkaras, Ikom",,Private Secondary School,,,,,,
428,MODERN COMPREHENSIVE COLLEGE,"78/99 Ekpo Abasi Street, Calabar South",07032593940,Private Secondary School,,,,,,
429,MODERN SECONDARY COMMERCIAL SCHOOL,"Asiak Obufa Anyanganse, Akpabuyo",,Private Secondary School,,,,,,
430,MODERN SECONDARY SCHOOL,"Bendeghe Ekiem, Etung",,Private Secondary School,,,,,,
431,MORPHY MEMORIAL SECONDARY SCHOOL,"Ishibori, Ogoja",,Private Secondary School,,,,,,
432,MOTHER ELIZABETH OBU INT'L NURSERY/ PRIMARY SCHOOL,"Inuk - Evai Clan, Biakpan, Biase",,Private Nursery / Primary School,,,,,,
433,MOUNT EPHRAIM INT'L NURSERY/ PRIMARY SCHOOL,"Jehovah Witness Road, Calabar Municipal",,Private Nursery / Primary School,,,,,,
434,MOUNT ZION GOSPEL INT'L NURSERY/ PRIMARY SCHOOL,Calabar Municipal,,Private Nursery / Primary School,,,,,,
435,MT. OLIVES MODERN SCHOOL OF ARTS & SCIENCE,"Amana, Obanliku",,Private Secondary School,,,,,,
436,NANCY OCHEBA MEMORIAL NURSERY/ PRIMARY SCHOOL,"11 Ogada, Obubra",,Private Nursery / Primary School,,,,,,
437,NATIONAL COMPREHENSIVE SECONDARY SCHOOL,"15 Orok Effiom Street, Calabar South",08020842974 08038560877,Private Secondary School,,,,,,
438,NATIONAL COUNCIL OF WOMEN SOCIETIES (N C W S) NURSERY/ PRIMARY SCHOOL,"112 Old Ikang Road, Calabar Municipal",08160574876,Private Nursery / Primary School,,,,,,
439,NATIONAL NURSERY/ PRIMARY SCHOOL,"28 Shell Road, Ikang Central, Bakassi",,Private Nursery / Primary School,,"37 Abakiliki Road, Yahe - Yala",,,,
440,NATIONAL SECONDARY COMM. SCHOOL,"26 Bansara Road, Yahe -yala",,Private Secondary School,,,,,,
441,NATIONAL SECONDARY SCHOOL,"Ndok Junction, Ogoja",,Private Secondary School,,,,,,
442,NDAM'S SECONDARY COMM. SCHOOL,"Usumutong, Abi",,Private Secondary School,,,,,,
443,NEIGHBOUR'S INT'L NURSERY / PRIMARY SCHOOL,"Jesus Family Ministries Church Ntamkpo, Ugep - Yakurr",,Private Nursery / Primary School,,,,,,
444,NEW CREATION NURSERY/ PRIMARY SCHOOL,"4 Uwanse Close, Calabar South",08026525050,Private Nursery / Primary School,,,,,,
445,NEW WORLD NURSERY/ PRIMARY SCHOOL,"31 Abitu Avenue, Calabar South",07063964563,Private Nursery / Primary School,,"Anyanganse, Akpabuyo",,,,
446,NICO SECONDARY COMMERCIAL SCHOOL,"129 Old Ikang Road, Calabar Municipal",08036705717,Private Secondary School,,,,,,
447,NIGERIAN NAVY PRIMARY SCHOOL,"Ikot Ansa, Calabar Municipal",08066788839,Private Nursery / Primary School,,,,,,"Mondays - Friday,          7.45am- 1.30pm"
448,NNAM COMPREHENSIVE SECONDARY SCHOOL,"Alok Village, Nnam, Ikom",,Private Secondary School,,,,,,
449,NOBLE SCHOOLS INT'L,"Itekpa, Bekwara",,"Private Nursery, Primary/Secondary School",,,,,,
450,NOGAK SCHOOLS,"92 Calabar Road, Ikom",,"Private Nursery, Primary/Secondary School",,,,,,
451,NOWA DAYCARE NURSERY/ PRIMARY SCHOOL,"Ikot Ansa, Calabar Municipal",08058886336,Private Nursery / Primary School,,,,,,"Mondays - Friday,          8am- 1.30pm"
452,NSELLE COMMUNITY HIGH SCHOOL,"Njemetop Village, Ikom",,Private Secondary School,,,,,,
453,NSISUK INT'L NURSERY/ PRIMARY SCHOOL,"Effio-Ette Junction, Calabar Municipal",08066770781 08070735154,Private Nursery / Primary School,,,,,,
454,NTA-EAST COMPREHENSIVE SECONDARY SCHOOL,"Oyenghe Nta-East, Ikom",,Private Secondary School,,,,,,
455,NUEVAS FRONTERAS FIRST SCHOOL,"14b Okoro Agbor Street, Calabar Municipal",,Private Nursery / Primary School,,,,,,
456,NZUOK-OLA COMMUNITY SECONDARY SCHOOL,Ikom,,Private Secondary School,,,,,,
457,OASIS OF LOVE DAY - CARE NURSERY/PRIMARY SCHOOL,"7 Mission Road Off Calabar Road, Ikom",,Private Nursery / Primary School,,,,,,
458,OATH COMPREHENSIVE HIGH SCHOOL,"Biakwan/Orimekpang, Boki",,Private Secondary School,,,,,,
459,OCHUMODE BUSINESS ACADEMY,"Along Echumoga Road, Ayeko-Okuku, Yala",,"Private Nursery, Primary/Secondary School",,,,,,
460,OCHUMODE MODEL COLLEGE,"Okpene Road, Yahe, Yala",,Private Secondary School,,,,,,
461,ODABUA MODEL COLLEGE,"Abuochiche, Bekwara",,Private Secondary School,,"Olokpa Betem, Bekwara",,,,
462,ODAJI AGBO SCHOOLS,"Km 1 Alifokpa Road Ayeko, Yala",,"Private Nursery, Primary/Secondary School",,,,,,
463,OFFSPRING OF DAVID NURSERY/ PRIMARY SCHOOL,Calabar Municipal,,Private Nursery / Primary School,,,,,,
464,OGAR SCIENCE ACADEMY,"Otukpuru, Bekwara",,Private Secondary School,,,,,,
465,OHIERO WIDOM INDEPENDENCE SCHOOL,"Uchu-Yache, Yala",,Private Secondary School,,,,,,
466,OKAMKWU COMMUNITY SECONDARY SCHOOL,"Okambi, Obudu",,Private Secondary School,,,,,,
467,OKANI COMPREHENSIVE SECONDARY SCHOOL,"Osina - Yache, Yala",,Private Secondary School,,,,,,
468,OKOSA INT'L NURSERY/ PRIMARY SCHOOL,"Obioko Afaben Mkpani, Yakurr",,Private Nursery / Primary School,,,,,,
469,OKUWERISENG COMPREHENSIVE HIGH SCHOOL,"Ubang, Obudu",,Private Secondary School,,,,,,
470,OLABI MEMORIAL NURSERY/ PRIMARY SCHOOL,"Abuochiche, Bekwara",,Private Nursery / Primary School,,,,,,
471,OLIVE INT'L SECONDARY SCHOOL,"Ezekwe North Ukelle, Yala",,Private Secondary School,,,,,,
472,OPA MODEL SECONDARY  SCHOOL,"Mile 1, Obubra",,Private Secondary School,,,,,,
473,OPTIMISTIC SECONDARY SCHOOL,"Adun Beach Village, Obubra",,Private Secondary School,,,,,,
474,OROK ITA OROK MEMORIAL  SCHOOLS,"Ikot Edem Ndarake, Akpabuyo",,"Private Nursery, Primary/Secondary School",,,,,,
475,OSEMA INT'L NURSERY/ PRIMARY SCHOOL,"Ofat - Adun, Obubra",,Private Nursery / Primary School,,,,,,
476,"OTITI INT'L NURSERY/ PRIMARY SCHOOL, ABU","Biajua Village, Boki",,Private Nursery / Primary School,,,,,,
477,P.C.N. NURSERY / PRIMARY SCHOOL,"P.C.N. Usumutong, Abi",,Private Nursery / Primary School,,,,,,
478,PACE - SETTER NURSERY/ PRIMARY SCHOOL,"Akpa-Nta-Ikot Effiong Otop-Okoyong Nta-Ayi Street, Odukpani",,Private Nursery / Primary School,,,,,,
479,PACE - SETTER SECONDARY SCHOOL,"Ishi Village, Ibil - Ogoja",,Private Secondary School,,"Mfon II, Ogoja",,,,
480,PADDYDAVIES INTERNATIONAL,"89 IBB Way, Calabar",08067854656 07013580632,Study Abroad Admissions,"295879, June 04, 2014",,"Study Abroad, Work & Live in Dubai",,paddydaviesinternational.com,Mondays - Fridays 9am - 5pm
481,PAICO COMPREHENSIVE COLLEGE,"1 Abitu Avenue, Ette Estate, Calabar South",08182576235,Private Secondary School,,,,,,
482,PALACE INT'L NURSERY/ PRIMARY SCHOOL,"24 Efut Street, Calabar South",08056785023,Private Nursery / Primary School,,,,,,
483,PALM COURT CRECHE & SCHOOLS,"7 Ekpo Archibong Road, Calabar Municipal",08076428694 08161387378,Private Nursery / Primary School,,,,,,
484,PARADISE CORNERSTONE COLLEGE,Achibang Village Bekwarra,,Private Secondary School,,,,,,
485,PARADISE KIDS INT'L NURSERY/ PRIMARY SCHOOL,"Council Road, Abuochiche, Bekwara",,Private Nursery / Primary School,,,,,,
486,PARLIAMENTARY COMPREHENSIVE HIGH SCHOOL,"8 Umoh Close Off Parliamentary Road, Calabar Municipal",,Private Secondary School,,,,,,
487,PAT-FAITH INT'L NURSERY/ PRIMARY SCHOOL,"Adiabo Ikot Mbo Otu, Odukpani",,Private Nursery / Primary School,,,,,,
488,PCN INT'L NURSERY/ PRIMARY SCHOOL,Calabar Municipal,,Private Nursery / Primary School,,"8 Scotland Lane, Ikom Town",,,,
489,PEACE NURSERY/ PRIMARY SCHOOL,"44/48 Eneobong Street, Calabar South",08064014954,Private Nursery / Primary School,,,,,,Mondays - Fridays 7.30am - 2pm
490,PECULIAR AMBASSADOR INT'LL SCHOOL,"1 Anantigha Street off Essien Ayi Junction, Calabar South",08083095891 08106438246,Private Secondary School,,,,,www.abeuk.com,Mondays - Fridays 8am - 6pm
491,PENKZ INSTITUTE,"22 Ndidem Usang Iso Road, Calabar",07034456546,Diploma Business Courses,,,Professional Diploma Business Courses,,,
492,PENTECOSTAL INT'L NURSERY/ PRIMARY SCHOOL,"12 Ogoja Road, Ikom",,Private Nursery / Primary School,,,,,,
493,PEREKA MODEL HIGH SCHOOL,"80 Atimbo Road, Calabar Municipal",07038760314 08035413007,Private Secondary School,,,,,,
494,PHILLIPSON SCHOOLS,"Ben Ikobi Layout, Obudu Road, Four Corners, Ikom",,Private Nursery / Primary / Secondary School,,,,,,
495,PINN MARGARET SECONDARY COMMERCIAL SCHOOL,"Atakpa Street, Calabar South",08066688989,Government Secondary School,,,,,,
496,PINNACLE SECONDARY COMMERCIAL SCHOOL,"Ogurokpon, Obubra",,Private Secondary School,,,,,,
497,POLICE CHILDREN NURSERY/ PRIMARY SCHOOL,Calabar Municipal,,Private Nursery / Primary School,,,,,,
498,POWER - LINE NURSERY/ PRIMARY SCHOOL,"8 Okim Ejijor Street, Four Corners, Ikom",,Private Nursery / Primary School,,,,,,
499,PRAYER POWER INT'L NURSERY/ PRIMARY SCHOOL,"59 Mbukpa Road, Calabar South",08038767679,Private Nursery / Primary School,,,,,,
500,PREMIER PREPARATORY NURSERY/ PRIMARY SCHOOL," 14 New Airport Road, Calabar South",08183286133,Private Nursery / Primary School,,,,,,
501,PRESBYTERIAN NURSERY/ PRIMARY SCHOOL,"Okuni, Ikom / Ofudua, Obubra",,Private Nursery / Primary School,,"PCN Mkpani, Agoi Ekpo Road Nko (Yakurr)",,,,
502,PRESBYTERIAN SECONDARY GRAMMAR SCHOOL,"Presbyterian Church Ground, Mkpani Parish, Yakurr",,Private Secondary School,,,,,,
503,PRESBYTERIAN SEMINARY,"Ugep Mgbeke, Yakurr",,Private Secondary School,,,,,,
504,PRINCE & PRINCESSES INT'L NURSERY/ PRIMARY SCHOOL,"Water Intake, Lemna Road, Ikot Effanga Mkpa, Calabar ",08037463497,Private Nursery / Primary School,,,,,,
505,PRINCE OF PEACE CHRISTIAN NURSERY/ PRIMARY SCHOOL,"10 Jebs Layout, Calabar South",09080071280 07061654036,Private Nursery / Primary School,,,,,,
506,PROGRESS COMPREHENSIVE COLLEGE,"Ochagbe Afike II, Bekwara",,Private Secondary School,,,,,,
507,PROGRESS WAY  NURSERY/ PRIMARY SCHOOL,"Ikot Offiong Ambai, Akpabuyo",,Private Nursery / Primary School,,,,,,
508,PURITY SCHOOLS,"Hospital Road, Akpet Central, Biase",,"Private Nursery, Primary/Secondary School",,,,,,
509,QUEEN MOTHER INT'L NURSERY/ PRIMARY SCHOOL,"9 Ekpo Abasi Lane, Calabar South",07038345270 08060476019,Private Nursery / Primary School,,,,,,
510,RAINBOW INT'L NURSERY/ PRIMARY SCHOOL,"Ette Estate Along Effiong Edem Street, Calabar South",,Private Nursery / Primary School,,,,,,
511,RAO INT'L NURSERY/ PRIMARY SCHOOL,"37/61 Dan Archibong Street, Calabar South",08184528641 08033638599,Private Nursery / Primary School,,,,,,
512,RAPID VOCATIONAL TRAINING INSTITUTE,"73 Mayne Avenue, Calabar South",,Private Secondary School,,,,,,
513,RAS COMPREHENSIVE SECONDARY SCHOOL,"Opposite the Primary School Ekpeti, Yakurr",,Private Secondary School,,,,,,
514,REDEEMED MODEL SEMINARY,"Ominaka Street, Yakurr",,Private Secondary School,,,,,,
515,REDEMPTION SECONDARY COMM. SCHOOL,"4 Ofumbougha, Obubra",,Private Secondary School,,,,,,
516,REDSAND HIGH SCHOOL,"4 Jeb Behind Prison Yard, Calabar",08034603007,Secondary School,,,"Well Equipped Lab, JSS1-2, SS1-2",,,Mondays - Fridays 7am - 4pm
517,REGENT BILINGUAL INT'L NURSERY/ PRIMARY SCHOOL,"2b Akpandem Street off Atimbo Road, Calabar Municipal",08051539528,Private Nursery / Primary School,,,,,,
518,REGINA CAELI NURSERY/ PRIMARY SCHOOL,"1 Hospital Road, Obudu",,Private Nursery / Primary School,,,,,,
519,REGINA PACIS MODERN SECONDARY SCHOOL,"Ofumbougha, Obubra",,Private Secondary School,,,,,,
520,RESTORATION NURSERY/ PRIMARY SCHOOL," 58 Howell Street, Calabar South",08184108107,Private Nursery / Primary School,,,,,,
521,REV. EJEMOT MEM. NURSERY/ PRIMARY SCHOOL,"29/30 Rev. Ejemot Street, Itigidi, Abi",,Private Nursery / Primary School,,,,,,
522,REV. FR. JOHN SHEEHAN MEMORIAL NURSERY/ PRIMARY SCHOOL,"St. Patrick Catholic Mission- Kakwagom, Boki",,Private Nursery / Primary School,,,,,,
523,REV. KORNELSON'S SECONDARY COMM. SCHOOL,"Emmandak 1, Ogoja",,Private Secondary School,,,,,,
524,REVON INT'L NURSERY/ PRIMARY SCHOOL,"34 Nelson Mandela Street, Calabar South",08069026550 08160936501,Private Nursery / Primary School,,,,,,
525,RIED EDUCATIONAL CONSULT,"10 Edim Otop Street, Calabar",08037749749 08026342027,Education Services,,,"Jamb, WAEC, NECO,Unical CES Registration",,,Mondays - Saturdays 8am - 6pm
526,REVIAL ACADEMY NURSERY / PRIMARY SCHOOL," 22/28 Yellow Duke Street, Calabar South",08032738325,Private Nursery / Primary School,,,,,,
527,ROCHRIS COMPREHENSIVE HIGH SCHOOL,"Gakem, Bekwara",,Private Secondary School,,,,,,
528,RONALD CONCEPTION NURSERY/ PRIMARY SCHOOL,Calabar Municipal,,Private Nursery / Primary School,,,,,,
529,ROSECHERIE INT'L NURSERY/ PRIMARY SCHOOL,"Ifiang Nsung, Bakassi",,Private Nursery / Primary School,,,,,,
530,ROYAL HERITAGE HIGH SCHOOL,"Njua Kaku, Boki",,Private Secondary School,,"Behind Prisons, Igoli - Ogoja",,,,
531,ROYAL INT'L NURSERY/ PRIMARY SCHOOL,"Gakem, Bekwara",,Private Nursery / Primary School,,,,,,
532,ROYAL KIDS ACADEMY,"9 Ikapjang Street, Igoli - Ogoja",,Private Nursery / Primary School,,,,,,
533,ROYAL NURSERY/PRIMARY SCHOOL,"147 Old Odukpani Road, Ikot Omin, Calabar Municipal",07069672643 07030818887,"Creche, Nursery / Primary School",,,,,,Mondays - Fridays 7am - 4pm
534,ROYAL YOUTH ACADEMY,"Igwo, Obudu",,Private Secondary School,,,,,,
535,SACRED HEART CATHEDRAL INT'L NURSERY / PRIMARY SCHOOL,"69 Egerton Street, Calabar South",,Private Nursery / Primary School,,,,,,
536,SACRED HEART GIRL'S INT'L SECONDARY SCHOOL,"64 Yellow Duke Street, Calabar South",,Private Secondary School,,,,,,
537,SACRED HEART INT'L NURSERY / PRIMARY SCHOOL,"4/8 Sacred Heart Crescent, Ikom",,Private Nursery / Primary School,,,,,,
538,ST AGNES EDUCATIONAL CENTRE,"90A Mayne Avenue, Calabar South",08063408953 08023744414,Private Nursery / Primary School,,,,,,
539,SAINT MARY'S INT'L NURSERY/ PRIMARY SCHOOL,"Akwa Ikot Eyo Edem, Akpabuyo",,Private Nursery / Primary School,,,,,,
540,SANMEMORIAL SECONDARY SCHOOL,"Agbokim Water Fall, Etung",,Private Secondary School,,,,,,
541,SANTA MARIA NURSERY/ PRIMARY SCHOOL,"Howell Street, Calabar South",,Private Nursery / Primary School,,,,,,
542,SCIENCE ACADEMY,"Wanokam, Yala",,Private Secondary School,,,,,,
543,SCRIPTURE UNION NURSERY/ PRIMARY SCHOOL,Calabar Municipal,,Private Nursery / Primary School,,,,,,
544,SEAT OF WISDOM SECONDARY SCHOOL,"Onehnempong Along Kakwagom Bawop Road, Boki",,Private Secondary School,,,,,,
545,SENATORS ACADEMY INTERNATIONAL,"8 Otokang Orok SQ, Calabar",08182043138 07062477417,"Play Group, Day Care/ Reception",,,"Nusery/Primary, Play Group, Day Care/ Reception",,,Mondays - Fridays 7am - 2pm
546,SERVICE RIDE NIG. LTD,"1a Mekenge Layout, Calabar",08099923464 08023131282,Business Management,,,"Inventory Mgt, Business Development, Chartered Acc./Tax, Mgt Training",,www.service ride.com,Mondays - Fridays 8am - 5pm
547,SEVENTH DAY ADVENTIST CHURCH NURSERY/ PRIMARY SCHOOL,"101 Goldie/ Marian Hill, Calabar Municipal",08034414135 08039091580,Private Nursery / Primary School,,"Bateriko, Boki",,,,
548,SHEPHERD HILL TRUST NURSERY/ PRIMARY SCHOOL,"23 Obori Drive, Calabar Municipal",,Private Nursery / Primary School,,,,,,
549,SHOWERS INT'L HIGH SCHOOL,"67A Odukpani Road, Essien Town, Calabar Municipal",,Private Secondary School,,,,,,
550,SISTER EDDY INT'L NURSERY / PRIMARY SCHOOL,"32 Essien Ita Layout, Anantigha- Calabar",08053008525 08075060292 08063406060,Nursery / Primary School,,,,,,
551,"SOLOMON'S FOUNDATION DAYCARE, NURSERY & PRIMARY SCHOOL","Richard Efa Street Akai Efa Layout, Calabar Municipal",08035510924 08034019130,Private Nursery / Primary School,,,,,,
552,SOURCES OF KNOWLEDGE NURSERY/ PRIMARY SCHOOL,"Akorshi Village Bendi 1, Obanliku",,Private Nursery / Primary School,,,,,,
553,SPECIAL EDUCATION SECONDARY SCHOOL,"78 Ibom Layout, Calabar",08023161732,Secondary Education,,,Secondary Education for the Physically Challenged,,,
554,SPRING OF SUCCESS SECONDARY SCHOOL,"11 Ofumbougha, Obubra",,Private Secondary School,,,,,,
555,ST JOHN'S MODEL SECONDARY,"Ewowor Village, Ikom",,Private Secondary School,,,,,,
556,ST. ANNE'S PRIVATE SCHOOLS,"18 Akim Close,State Housing Estate, Calabar Municipal",08037027615,"Private Nursery, Primary / Secondary School",,,,,,
557,ST. ANTHONY CLARET NURSERY/PRIMARY SCHOOL,"St. Patrick Parish Iyamoyong, Obubra",,Private Nursery / Primary School,,,,,,
558,ST. ANTHONY MODEL COLLEGE,"Liokom North Ukelle, Yala",,Private Secondary School,,,,,,
559,ST. ANTHONY NURSERY/ PRIMARY SCHOOL,"Oku Bushuyu, Boki",,Private Nursery / Primary School,,,,,,
560,ST. AUGUSTINE PRIMARY SCHOOL,"Ikot Omin, Calabar",08039477820,Govt. Nursery / Primary School,,,,,,
561,ST. BERNARDS INT'L NURSERY/ PRIMARY SCHOOL,"Marian Hill, Calabar Municipal",08032771113,Private Nursery / Primary School,,,,,,
562,ST. CATHERINE SECONDARY SCHOOL,Igoli - Ogoja,,Private Secondary School,,,,,,
563,ST. CHRIS MODEL SECONDARY  SCHOOL,"Nfom Osokom, Boki",,Private Secondary School,,,,,,
564,ST. CHRISTOPHER NURSERY/ PRIMARY SCHOOL,"30 Ekeya Street, Calabar South",08034048554,Private Nursery / Primary School,,,,,,
565,ST. CHRISTOPHER SECONDARY SCHOOL,"Abinti Nnam, Ikom",,Private Secondary School,,,,,,
566,ST. DANIEL NURSERY/ PRIMARY SCHOOL,"Okpowen Idomi, Yakurr",,Private Nursery / Primary School,,,,,,
567,ST. FIDELIS NURSERY/ PRIMARY SCHOOL,"Mile 1, Obubra",,Private Nursery / Primary School,,,,,,
568,ST. FRANCIS ACADEMY,"18 Obo Effiom Street off Atimbo, Calabar Municipal",,Private Nursery / Primary School,,,,,,
569,HIGH QUEST INT'L CRECHE & SCHOOLS,"18 Obo Effiom Street off Atimbo, Calabar Municipal",08072016888 08136955708,Private Nursery / Primary School,,,,,,
570,ST. FRANCIS MERIAN COLLEGE,P. O. Box 42 Ogoja - Yala,,Private Secondary School,,,,,,
571,ST. FRANKLIN MODEL SECONDARY SCHOOL,"Edondon Road, Ochon Village, Obubra",,Private Secondary School,,,,,,
